mileage,make,model,fuel,gear,offerType,price,hp,year
19447,Audi,A6,Petrol,Automatic,Used,26179,93.0,2020
500,Hyundai,i20,Petrol,Manual,Used,14440,126.0,2020
500,Skoda,Octavia,Petrol,Manual,New,25880,137.0,2021
136449,Hyundai,Kona,Diesel,Manual,Used,5293,219.0,2017
121908,Skoda,Superb,Diesel,Automatic,Used,7805,50.0,2018
500,Volkswagen,Tiguan,Petrol,Automatic,Used,18927,129.0,2021
79544,Toyota,RAV4,Diesel,Automatic,Used,7708,120.0,2015
138660,Peugeot,3008,,Semi-automatic,Used,3695,117.0,2012
72849,Renault,Kadjar,Diesel,Automatic,Used,11027,207.0,2020
29944,Hyundai,Tucson,Diesel,Automatic,Used,9259,165.0,2017
36168,Mercedes-Benz,E-Class,Petrol,Manual,Used,17110,50.0,2015
135863,Toyota,RAV4,Diesel,Automatic,New,9620,196.0,2018
175933,Mercedes-Benz,C-Class,Petrol,Automatic,Used,7088,188.0,2011
105904,Hyundai,i30,Petrol,Automatic,Used,5843,137.0,2016
127821,Mercedes-Benz,A-Class,Petrol,Automatic,Used,8017,50.0,2013
136302,Skoda,Octavia,Petrol,Manual,Demonstration,5565,101.0,2014
500,Peugeot,3008,Petrol,Automatic,Used,13383,151.0,2021
45568,Volkswagen,Passat,Electric,Automatic,Used,9781,171.0,2017
153681,Volkswagen,Polo,Diesel,Automatic,Used,4772,50.0,2012
25519,Toyota,Yaris,Petrol,Manual,Used,9993,74.0,2015
124412,Volkswagen,Passat,Diesel,Semi-automatic,Used,5462,156.0,2013
2254,SEAT,Arona,Petrol,Automatic,Used,15612,198.0,2021
109406,Hyundai,Tucson,Petrol,Automatic,Used,5214,142.0,2014
100712,SEAT,Leon,Diesel,Manual,Used,4296,160.0,2014
85144,Opel,Insignia,Diesel,Automatic,Used,3911,143.0,2014
86229,Opel,Corsa,Diesel,Automatic,Used,4673,164.0,2012
50066,SEAT,Leon,Diesel,Automatic,Used,11998,135.0,2019
64496,Skoda,Fabia,Petrol,Semi-automatic,Used,9415,133.0,2017
56865,Skoda,Octavia,Diesel,Manual,Used,7552,54.0,2015
107189,BMW,1 Series,Petrol,Automatic,Used,12338,156.0,2015
49677,SEAT,Ateca,Electric,Manual,Used,12118,56.0,2018
133864,Renault,Clio,Diesel,Manual,Used,3055,138.0,2012
500,Renault,Kadjar,Diesel,Manual,Used,12578,95.0,2021
98897,Volkswagen,Golf,Diesel,Manual,New,11111,128.0,2017
91843,Renault,Captur,Electric,Manual,Used,5127,64.0,2013
92214,Renault,Clio,Diesel,Manual,Used,6177,87.0,2016
1711,Mercedes-Benz,E-Class,Diesel,Manual,Used,31692,131.0,2020
136395,Toyota,RAV4,Hybrid,Automatic,Used,4033,155.0,2012
130330,Skoda,Kodiaq,Petrol,Manual,Used,6055,159.0,2016
93607,Opel,Mokka,Diesel,Manual,Used,5327,59.0,2017
84551,Renault,Kadjar,Electric,Manual,Used,10273,50.0,2019
86563,Skoda,Octavia,Electric,Manual,Used,8077,67.0,2017
58865,Skoda,Octavia,Petrol,Manual,Used,6507,65.0,2019
500,Audi,Q5,Diesel,Automatic,Used,28481,199.0,2019
18887,Hyundai,Kona,Petrol,Automatic,Used,15274,189.0,2020
112128,Hyundai,i30,Diesel,Manual,Used,3779,63.0,2014
102828,BMW,3 Series,Petrol,Automatic,Used,15088,204.0,2018
117282,Renault,Captur,Diesel,Manual,Used,4746,165.0,2013
39270,Volkswagen,Golf,Petrol,Automatic,Used,12363,56.0,2020
22902,Ford,Focus,Petrol,Semi-automatic,Demonstration,14893,69.0,2021
160519,Hyundai,Kona,Hybrid,Manual,Used,4625,50.0,2014
70319,Mercedes-Benz,E-Class,Petrol,Manual,Used,12642,107.0,2017
58973,Ford,Focus,Diesel,Automatic,Used,10726,130.0,2020
105330,Mercedes-Benz,A-Class,Diesel,Manual,Used,6307,106.0,2011
3509,Renault,Megane,Petrol,Manual,Used,8890,50.0,2018
500,Opel,Insignia,Diesel,Automatic,Used,10138,65.0,2020
57509,SEAT,Arona,Diesel,Automatic,Used,11557,141.0,2020
158578,Hyundai,i20,Petrol,Manual,Demonstration,4622,135.0,2013
76389,Skoda,Superb,Diesel,Automatic,Used,11535,50.0,2019
21292,Renault,Kadjar,Diesel,Manual,Used,11778,55.0,2019
145276,BMW,5 Series,Petrol,Manual,Used,6600,151.0,2011
55763,Mercedes-Benz,GLC,Hybrid,Automatic,Used,19647,72.0,2018
125529,Hyundai,i30,Petrol,Automatic,Used,6215,125.0,2017
74284,Toyota,Corolla,Diesel,Automatic,Used,11615,71.0,2021
192783,SEAT,Arona,Petrol,Automatic,Demonstration,3564,157.0,2011
26586,Ford,Kuga,Electric,Automatic,Used,16279,50.0,2021
121738,Mercedes-Benz,GLC,Diesel,Automatic,Used,13914,112.0,2017
111046,Toyota,C-HR,Petrol,Automatic,Used,5904,165.0,2014
91317,Peugeot,3008,Petrol,Manual,Used,5095,136.0,2015
40484,Mercedes-Benz,C-Class,,Automatic,Used,22831,107.0,2019
500,SEAT,Leon,Diesel,Manual,Used,13886,84.0,2021
113875,SEAT,Arona,Electric,Automatic,Used,5170,113.0,2014
500,Opel,Insignia,Diesel,Manual,Used,11415,57.0,2021
110875,Hyundai,i30,Diesel,Manual,Used,5818,106.0,2017
154029,BMW,5 Series,Diesel,Automatic,Used,8701,118.0,2013
125035,Audi,Q5,Petrol,Automatic,Used,13631,107.0,2017
500,BMW,3 Series,Diesel,Manual,Used,16952,158.0,2019
231559,Renault,Clio,Petrol,Manual,New,2877,57.0,2011
109963,SEAT,Arona,Electric,Automatic,Used,5288,50.0,2011
123059,Hyundai,i30,Diesel,Semi-automatic,Used,2965,81.0,2011
53271,Skoda,Kodiaq,Petrol,Manual,Used,10061,117.0,2017
210770,BMW,X3,Hybrid,Manual,Used,4481,100.0,2011
22895,Opel,Mokka,Diesel,Manual,Used,12301,108.0,2021
141466,BMW,X3,Petrol,Manual,Used,6130,55.0,2012
137258,Renault,Kadjar,Hybrid,Manual,Used,2646,61.0,2011
86842,Renault,Kadjar,Petrol,Automatic,Used,5781,100.0,2013
84642,Toyota,Yaris,Petrol,Automatic,New,11938,102.0,2019
57952,Ford,Mondeo,Electric,Manual,Used,12897,163.0,2020
182336,Audi,A6,Petrol,Manual,Used,6036,119.0,2013
103889,Volkswagen,Golf,Diesel,Manual,New,9505,86.0,2016
500,Ford,Focus,Diesel,Manual,Used,14098,162.0,2019
1440,Opel,Corsa,Petrol,Manual,Used,10227,133.0,2019
166270,Peugeot,208,Diesel,Manual,Used,3221,50.0,2012
17060,Peugeot,308,Diesel,Automatic,Used,11699,50.0,2020
10441,BMW,1 Series,Diesel,Manual,Used,18083,54.0,2020
6387,Audi,A4,Petrol,Automatic,Demonstration,29305,155.0,2019
123166,Skoda,Octavia,Petrol,Automatic,Used,7043,165.0,2016
120967,Ford,Fiesta,Diesel,Manual,Used,4782,50.0,2015
47542,Volkswagen,Golf,Diesel,Manual,Used,17227,144.0,2020
7824,Toyota,C-HR,Diesel,Automatic,Demonstration,20343,157.0,2020
96170,Renault,Clio,Diesel,Manual,Used,6323,173.0,2016
500,Skoda,Kodiaq,Petrol,Manual,Used,15436,156.0,2019
100456,Audi,A4,Diesel,Automatic,Used,11445,185.0,2015
500,Toyota,Yaris,Hybrid,Automatic,Used,19224,150.0,2019
110116,Volkswagen,Passat,Diesel,Automatic,Used,5426,140.0,2011
18719,Opel,Corsa,Diesel,Manual,Used,9371,99.0,2020
173129,Peugeot,508,Electric,Manual,Used,4600,147.0,2016
11974,Hyundai,Tucson,Diesel,Manual,Used,9362,51.0,2017
91475,Audi,Q5,Diesel,Manual,Used,10049,101.0,2013
97587,SEAT,Leon,Diesel,,Used,6843,149.0,2016
226930,Mercedes-Benz,C-Class,Petrol,Manual,Used,4871,168.0,2011
37076,BMW,3 Series,Diesel,Manual,Used,20893,92.0,2020
69575,Ford,Fiesta,Petrol,Manual,Used,9379,156.0,2019
93184,Toyota,Corolla,Petrol,Manual,Used,8332,100.0,2015
12128,Renault,Kadjar,Electric,Manual,Demonstration,16595,158.0,2020
47876,Opel,Corsa,Petrol,Automatic,Used,8112,92.0,2019
126960,Audi,Q5,Petrol,Manual,Used,5984,139.0,2012
190349,BMW,3 Series,Petrol,Automatic,Used,5388,116.0,2011
78780,Audi,A4,Petrol,Manual,Demonstration,9967,54.0,2013
196150,BMW,1 Series,Petrol,Manual,Used,4647,98.0,2011
76376,Mercedes-Benz,C-Class,Petrol,Automatic,Used,18539,185.0,2017
82485,Renault,Megane,Diesel,Automatic,Used,6020,79.0,2016
32496,BMW,1 Series,Petrol,Manual,Used,11689,50.0,2016
130707,Volkswagen,Passat,Diesel,Manual,Used,4804,123.0,2011
56953,Skoda,Kodiaq,Petrol,Automatic,Used,10327,54.0,2021
7699,Audi,A6,Diesel,Automatic,Used,32326,200.0,2021
84744,Opel,Mokka,Diesel,Manual,New,7966,180.0,2017
134216,BMW,1 Series,Diesel,Manual,Used,6818,152.0,2011
103983,Mercedes-Benz,GLC,Diesel,Manual,Used,11161,108.0,2015
11975,Opel,Astra,Diesel,Automatic,New,13162,202.0,2018
48496,Renault,Captur,Diesel,Automatic,Demonstration,11003,189.0,2019
147972,Ford,Focus,Petrol,Manual,Used,4033,83.0,2013
41222,Skoda,Octavia,Diesel,Manual,Used,15792,179.0,2020
500,Skoda,Fabia,Hybrid,Manual,Used,17760,74.0,2021
78028,Audi,A6,Petrol,Automatic,Demonstration,15832,116.0,2016
123802,Audi,A4,Diesel,Automatic,Used,9082,50.0,2015
82600,Opel,Mokka,Diesel,Automatic,Used,6217,132.0,2016
154944,Volkswagen,Polo,Petrol,Automatic,Used,3716,107.0,2011
156621,Renault,Captur,Diesel,Manual,Used,4739,90.0,2016
131715,SEAT,Arona,Petrol,Automatic,Used,3103,113.0,2011
202815,Audi,Q5,Petrol,Manual,Used,4405,79.0,2011
34586,Ford,Focus,Petrol,Manual,Used,7399,113.0,2017
112917,Audi,A6,Diesel,Manual,Used,12201,168.0,2016
39785,SEAT,Ibiza,Petrol,Automatic,Used,12024,82.0,2021
72137,Peugeot,3008,Diesel,Manual,Used,6952,149.0,2016
500,BMW,5 Series,Petrol,Manual,Used,23874,125.0,2021
500,Ford,Mondeo,Hybrid,Automatic,Used,16234,145.0,2019
98471,Volkswagen,Tiguan,Diesel,Automatic,Used,7479,122.0,2014
33418,Opel,Mokka,Petrol,Manual,Used,10423,83.0,2021
52283,Mercedes-Benz,GLC,Petrol,Manual,Demonstration,17263,130.0,2016
78393,Ford,Fiesta,Petrol,Automatic,Used,8470,149.0,2017
98325,Opel,Insignia,Diesel,Manual,Used,3184,70.0,2012
126814,Audi,A3,Petrol,Manual,Used,6796,50.0,2013
49853,Ford,Kuga,Diesel,Manual,New,11409,114.0,2016
132271,Peugeot,208,Diesel,Manual,Demonstration,4124,141.0,2013
57462,Peugeot,3008,Petrol,Automatic,Demonstration,9449,171.0,2017
123337,Volkswagen,Tiguan,Petrol,Automatic,Used,6009,174.0,2011
111939,Ford,Kuga,Diesel,Manual,Used,4518,124.0,2013
27305,Toyota,C-HR,Hybrid,Semi-automatic,Used,12399,100.0,2018
29013,Skoda,Octavia,Diesel,Automatic,Used,10325,126.0,2017
52896,Mercedes-Benz,GLC,Petrol,Automatic,Used,23961,74.0,2021
17394,SEAT,Ateca,Petrol,Manual,Used,12949,83.0,2020
500,BMW,X3,Diesel,Manual,Used,22508,111.0,2019
143185,Volkswagen,Tiguan,Petrol,Automatic,Used,5563,108.0,2011
107015,SEAT,Ateca,Petrol,Automatic,Used,7411,130.0,2017
108352,Skoda,Fabia,Petrol,Manual,Used,5362,50.0,2013
187421,Peugeot,3008,Petrol,Manual,Used,2864,55.0,2013
105017,Ford,Kuga,Hybrid,Manual,Used,6259,142.0,2013
107619,Toyota,C-HR,Electric,Manual,Used,8809,72.0,2016
186282,Opel,Corsa,Diesel,Manual,New,3100,76.0,2012
105757,Renault,Captur,Diesel,Manual,Used,5806,114.0,2016
101893,BMW,X3,Petrol,Manual,Used,7835,64.0,2012
57014,BMW,3 Series,Electric,Automatic,Used,20205,175.0,2016
115952,Peugeot,208,Petrol,Automatic,Used,6517,69.0,2017
121839,Toyota,Yaris,Diesel,Manual,Used,4933,106.0,2012
184149,Hyundai,Tucson,Electric,Manual,Used,3803,72.0,2012
29940,Audi,A4,Diesel,Manual,Used,19164,120.0,2019
49950,Volkswagen,Tiguan,Diesel,Manual,Demonstration,15250,91.0,2019
86486,Hyundai,Tucson,Petrol,Automatic,Used,5212,121.0,2013
8711,SEAT,Ibiza,Diesel,Manual,Used,13212,169.0,2020
104364,Mercedes-Benz,C-Class,Petrol,Automatic,Used,10213,91.0,2013
22896,Peugeot,308,Diesel,Manual,Used,11904,84.0,2021
153262,Toyota,C-HR,Petrol,Semi-automatic,Used,4727,92.0,2012
76193,Audi,A3,Hybrid,Automatic,Used,19216,193.0,2018
147832,Peugeot,208,Diesel,Automatic,Demonstration,4140,116.0,2011
102442,Peugeot,208,Petrol,Automatic,Used,4603,178.0,2013
111396,Skoda,Fabia,Petrol,Manual,Used,6223,101.0,2015
128964,SEAT,Arona,Diesel,Manual,Used,3640,159.0,2011
127745,Audi,A6,Petrol,Manual,Used,13286,128.0,2016
130992,Hyundai,i30,Petrol,Automatic,Used,4405,147.0,2013
138585,Hyundai,i20,Diesel,Automatic,Used,3712,56.0,2012
31176,Hyundai,i30,Electric,Manual,Used,15697,50.0,2021
12327,Renault,Captur,Diesel,Automatic,Demonstration,14211,178.0,2021
500,Volkswagen,Polo,Diesel,Manual,Used,19213,163.0,2021
112850,Ford,Kuga,Diesel,Manual,Used,5345,215.0,2012
142020,Opel,Mokka,Petrol,Automatic,Used,4108,57.0,2015
122936,Hyundai,i20,Hybrid,Manual,Used,5525,130.0,2014
61145,Skoda,Fabia,Diesel,Manual,Used,6377,62.0,2014
117324,Skoda,Octavia,Diesel,Automatic,Used,5746,91.0,2015
70426,BMW,X3,Diesel,Automatic,Used,13933,102.0,2016
59393,Peugeot,308,Petrol,Automatic,Used,7151,142.0,2016
79929,Ford,Fiesta,Diesel,Manual,Used,6562,78.0,2014
49998,BMW,3 Series,Diesel,Manual,Demonstration,21681,117.0,2021
500,Hyundai,i20,Diesel,Automatic,Used,18620,167.0,2021
90686,Mercedes-Benz,E-Class,Petrol,Automatic,Used,11855,174.0,2014
139204,Volkswagen,Passat,Petrol,Manual,Demonstration,5895,138.0,2013
145243,Volkswagen,Golf,Petrol,Automatic,Used,6046,145.0,2016
124385,Opel,Astra,Diesel,,Used,4849,118.0,2015
500,BMW,5 Series,Petrol,Automatic,Used,24980,104.0,2021
158527,Toyota,RAV4,Petrol,Automatic,Used,6132,148.0,2015
117571,Skoda,Fabia,Petrol,Manual,Used,4137,58.0,2011
159287,Audi,A4,Diesel,Automatic,Used,6741,126.0,2012
182072,Volkswagen,Golf,Diesel,Manual,Used,2588,57.0,2011
74161,Opel,Insignia,Petrol,Manual,Used,6600,107.0,2015
144416,BMW,1 Series,Diesel,Manual,Used,6826,61.0,2014
12014,Hyundai,Kona,Petrol,Manual,New,17359,96.0,2020
54330,Audi,A6,Diesel,Manual,Used,17906,84.0,2020
85614,Opel,Insignia,Diesel,Automatic,Demonstration,5093,85.0,2012
26724,Volkswagen,Polo,Petrol,Manual,Used,15271,111.0,2021
60576,BMW,3 Series,Diesel,Manual,Used,12904,50.0,2017
160240,Mercedes-Benz,E-Class,Diesel,Semi-automatic,Used,8350,50.0,2014
103461,Volkswagen,Passat,Petrol,Manual,Used,6058,145.0,2015
148723,Renault,Captur,Petrol,Manual,Used,3828,116.0,2015
167766,Hyundai,Kona,Electric,Automatic,Used,4815,88.0,2012
25537,Hyundai,Kona,Diesel,Semi-automatic,Used,14523,158.0,2020
192568,Audi,A3,Electric,Automatic,Demonstration,6935,91.0,2011
192792,Peugeot,208,Petrol,Manual,Used,2238,79.0,2011
136517,Skoda,Fabia,Diesel,Automatic,Used,5394,88.0,2014
69769,Volkswagen,Tiguan,Petrol,Automatic,Used,5361,207.0,2012
130610,BMW,1 Series,Petrol,Automatic,Used,8320,131.0,2011
153444,Skoda,Octavia,Petrol,Manual,Used,4455,118.0,2015
61042,Opel,Astra,Diesel,Automatic,Used,5712,145.0,2015
180886,Volkswagen,Passat,Hybrid,Automatic,Used,4585,50.0,2012
69726,Hyundai,Tucson,Petrol,Manual,Used,8982,86.0,2019
4599,Renault,Kadjar,Hybrid,Manual,Used,11268,134.0,2020
500,Skoda,Kodiaq,Petrol,Manual,Demonstration,16625,112.0,2018
70088,Hyundai,i20,Petrol,Automatic,Used,5570,224.0,2016
87731,Hyundai,i20,Petrol,Manual,Used,8525,91.0,2021
89785,Hyundai,Tucson,Petrol,Automatic,Used,5559,165.0,2014
77201,Audi,A6,Electric,Manual,Used,13819,145.0,2015
130085,Toyota,C-HR,Petrol,Automatic,Used,5308,126.0,2011
102517,Skoda,Superb,Diesel,Manual,Used,6511,127.0,2018
141498,Renault,Captur,Petrol,Automatic,Used,4024,108.0,2012
38093,Toyota,Corolla,Diesel,Automatic,Used,11263,50.0,2018
94472,BMW,3 Series,Hybrid,Automatic,Used,15526,144.0,2019
155282,Opel,Mokka,Petrol,Automatic,Used,2561,141.0,2013
42825,BMW,1 Series,Petrol,Automatic,Used,16981,152.0,2017
77175,Audi,A3,Diesel,Automatic,Used,10721,126.0,2014
145536,Ford,Kuga,Petrol,Manual,Used,5170,153.0,2015
90588,Toyota,Corolla,Diesel,Automatic,Used,7674,86.0,2016
80783,Toyota,Corolla,Petrol,Manual,Used,7325,173.0,2013
500,Ford,Mondeo,Petrol,Automatic,Used,12819,84.0,2019
65939,Audi,Q5,Petrol,Automatic,Used,12614,119.0,2015
46618,Skoda,Octavia,Diesel,Automatic,Used,10459,156.0,2016
500,Toyota,Corolla,Petrol,Manual,New,19997,90.0,2019
96517,Hyundai,Kona,Petrol,Manual,Used,5451,141.0,2013
72832,Mercedes-Benz,GLC,Electric,Automatic,Used,19692,109.0,2015
500,Mercedes-Benz,C-Class,Electric,Manual,Used,35737,120.0,2021
164252,Renault,Kadjar,Petrol,Automatic,New,5427,116.0,2015
140660,Audi,A4,Diesel,Manual,Used,7618,80.0,2012
114135,Mercedes-Benz,A-Class,Diesel,Manual,Used,7464,209.0,2014
32824,Volkswagen,Golf,Electric,Automatic,Used,20620,,2021
36694,Ford,Kuga,Hybrid,Manual,Used,11244,50.0,2019
59005,Ford,Kuga,Diesel,Manual,Used,10023,77.0,2019
144822,Skoda,Superb,Petrol,Manual,Used,3987,113.0,2013
34291,Mercedes-Benz,GLC,Diesel,Semi-automatic,Used,25697,97.0,2020
201826,Renault,Kadjar,Diesel,Automatic,New,4373,170.0,2015
76889,Renault,Kadjar,Hybrid,Semi-automatic,Used,8315,157.0,2019
500,Opel,Insignia,Hybrid,Manual,Used,11175,100.0,2020
147958,Mercedes-Benz,GLC,Hybrid,Manual,Used,9684,50.0,2013
500,Skoda,Superb,Diesel,Manual,Used,11432,57.0,2021
90619,Renault,Captur,Petrol,Manual,Used,7354,110.0,2017
500,Ford,Kuga,Electric,Manual,Used,18072,50.0,2019
6228,Audi,Q5,Petrol,Manual,Used,20713,96.0,2019
162037,Skoda,Octavia,Petrol,Manual,Used,4409,170.0,2012
79918,Ford,Kuga,Petrol,Automatic,Used,9926,143.0,2019
152593,Ford,Fiesta,Diesel,Manual,Used,4784,109.0,2013
164894,Ford,Mondeo,Petrol,Manual,Used,4076,60.0,2013
163084,Audi,A3,Electric,Manual,Used,10442,114.0,2012
156037,Renault,Captur,Diesel,Automatic,Used,2594,109.0,2012
500,Opel,Astra,Diesel,Automatic,Used,13180,141.0,2021
148455,Opel,Mokka,Petrol,Automatic,Used,3075,156.0,2014
140871,SEAT,Arona,Petrol,Automatic,Used,4964,164.0,2015
87791,Ford,Focus,Diesel,Manual,Used,8614,116.0,2016
55908,BMW,1 Series,Diesel,Manual,Used,17694,135.0,2018
130699,Toyota,Corolla,,Automatic,Used,8460,103.0,2017
89285,Volkswagen,Tiguan,Diesel,Automatic,Used,9494,176.0,2016
32649,Skoda,Superb,Petrol,Automatic,Used,14014,89.0,2020
106948,Audi,A3,Petrol,Manual,Used,10646,101.0,2016
41577,Mercedes-Benz,C-Class,Petrol,Automatic,Used,20867,184.0,2019
500,Volkswagen,Polo,Petrol,Semi-automatic,Used,16455,93.0,2021
73229,Toyota,Yaris,Petrol,Manual,Used,6394,52.0,2018
163644,Opel,Astra,Petrol,Manual,Demonstration,2808,87.0,2011
199479,Ford,Mondeo,Petrol,Automatic,Used,3777,185.0,2013
102596,Renault,Kadjar,Petrol,Automatic,Used,5409,50.0,2017
69158,Volkswagen,Polo,Petrol,Manual,Used,8652,115.0,2016
145517,Skoda,Octavia,Petrol,Manual,Demonstration,5562,79.0,2014
130775,Opel,Astra,Petrol,Automatic,New,6054,115.0,2014
210830,Skoda,Kodiaq,Petrol,Automatic,Used,2549,104.0,2011
116644,BMW,5 Series,Diesel,Automatic,Used,8327,165.0,2013
51604,Hyundai,i20,Petrol,Manual,Used,10719,115.0,2019
161532,Mercedes-Benz,E-Class,Diesel,Manual,Used,6915,150.0,2011
32047,Renault,Megane,Electric,Automatic,Used,16587,187.0,2020
89018,Renault,Captur,Petrol,Manual,Used,5459,109.0,2014
65157,Ford,Fiesta,Diesel,Manual,Used,12237,97.0,2019
149629,BMW,1 Series,Petrol,Automatic,Used,7602,139.0,2013
74983,Audi,A6,Diesel,Manual,Used,22296,140.0,2020
74649,Peugeot,508,Electric,Automatic,Used,7914,74.0,2017
15586,Toyota,Corolla,Hybrid,Manual,Used,21795,125.0,2020
192625,Hyundai,Tucson,Petrol,Automatic,Used,3080,109.0,2011
17203,Mercedes-Benz,E-Class,Petrol,Automatic,Used,25509,109.0,2019
172974,SEAT,Ateca,Electric,Manual,New,6691,76.0,2013
157899,BMW,X3,Petrol,Automatic,Used,6724,95.0,2014
209005,Renault,Megane,Electric,Manual,Used,2568,162.0,2011
28182,Ford,Mondeo,Diesel,Automatic,Used,14273,114.0,2021
42973,Renault,Kadjar,Electric,Manual,Used,11128,163.0,2018
18822,Renault,Kadjar,Petrol,Semi-automatic,Used,14456,121.0,2021
88302,Hyundai,i20,Diesel,Manual,Used,6059,60.0,2017
130395,Opel,Insignia,Hybrid,Automatic,Used,4595,130.0,2012
166659,Ford,Focus,Petrol,Manual,Used,3814,55.0,2014
125303,Skoda,Octavia,Electric,Manual,Used,7132,136.0,2015
118772,BMW,1 Series,Diesel,Manual,Used,7386,97.0,2012
80901,BMW,3 Series,Petrol,Manual,Used,19005,153.0,2021
18409,Skoda,Kodiaq,Petrol,Manual,Used,16356,180.0,2021
36706,Peugeot,308,Diesel,Manual,Demonstration,8049,50.0,2017
45941,Skoda,Fabia,Petrol,Automatic,Used,8193,105.0,2017
112072,Peugeot,208,Petrol,Manual,Used,5842,58.0,2018
123874,Mercedes-Benz,A-Class,Diesel,Manual,Used,15046,209.0,2018
200332,Opel,Insignia,Petrol,Automatic,Used,1934,100.0,2011
136176,SEAT,Leon,Diesel,Automatic,Used,5860,66.0,2016
87582,Ford,Mondeo,Petrol,Manual,Used,10704,214.0,2019
64492,Volkswagen,Polo,Electric,Manual,Used,16996,80.0,2019
86516,Volkswagen,Passat,Petrol,Manual,Used,8831,50.0,2017
48895,Hyundai,i30,Petrol,Automatic,Used,8745,77.0,2020
100761,SEAT,Ateca,Diesel,Automatic,Used,7814,132.0,2017
79044,Audi,A3,Diesel,Automatic,Used,14114,126.0,2015
130619,Audi,A4,Electric,Semi-automatic,Used,10847,71.0,2015
111052,Volkswagen,Passat,Diesel,Automatic,Used,9128,105.0,2018
22777,Hyundai,Tucson,Diesel,Semi-automatic,Used,12779,116.0,2020
124036,BMW,5 Series,Diesel,Automatic,Used,10967,182.0,2013
136679,Peugeot,3008,Petrol,Automatic,Used,4222,138.0,2014
37262,Mercedes-Benz,A-Class,Petrol,Automatic,Used,22286,102.0,2018
500,Ford,Fiesta,Diesel,Automatic,Used,13875,118.0,2019
145170,Audi,A3,Diesel,Manual,Used,9393,144.0,2015
44217,Peugeot,3008,Diesel,Manual,Demonstration,11411,188.0,2018
165646,Volkswagen,Tiguan,Diesel,Manual,Used,3312,55.0,2011
98646,Ford,Mondeo,Diesel,Manual,Used,5790,158.0,2014
59686,Audi,A6,Petrol,Automatic,Used,22741,116.0,2021
104861,Audi,Q5,Petrol,Automatic,Used,10454,53.0,2017
21574,Mercedes-Benz,GLC,Diesel,Manual,Used,26551,50.0,2020
93704,Toyota,RAV4,Petrol,Manual,Demonstration,7637,,2013
107857,Ford,Focus,Petrol,Manual,Used,5501,173.0,2014
34955,Opel,Insignia,Diesel,Automatic,Used,10529,104.0,2021
21602,Ford,Kuga,Diesel,Automatic,Used,14532,120.0,2021
33818,Hyundai,i30,Petrol,Manual,Used,11922,50.0,2020
127409,Ford,Mondeo,Diesel,Manual,Demonstration,5570,142.0,2014
71558,Ford,Mondeo,,Semi-automatic,Used,8591,112.0,2019
88535,Audi,A4,Petrol,Automatic,New,15912,55.0,2016
45750,Audi,A4,Electric,Automatic,Used,28646,138.0,2020
500,BMW,3 Series,Diesel,Manual,Used,20895,51.0,2020
194385,SEAT,Ibiza,Diesel,Manual,Used,4069,134.0,2015
110065,Volkswagen,Polo,Electric,Automatic,Used,7452,74.0,2014
22126,Mercedes-Benz,E-Class,Petrol,Manual,Used,23585,130.0,2021
124826,Mercedes-Benz,E-Class,Diesel,Automatic,Used,14907,95.0,2015
90622,Audi,A3,Petrol,Automatic,Used,14053,50.0,2015
60274,Peugeot,308,Diesel,Manual,Used,8183,157.0,2018
14849,SEAT,Ateca,Petrol,Manual,Used,15473,162.0,2021
118009,Hyundai,i30,Hybrid,Automatic,Used,5413,98.0,2012
30351,Ford,Kuga,Petrol,Automatic,Used,14103,142.0,2021
47277,Hyundai,i30,Petrol,Manual,Used,7440,129.0,2015
226345,Volkswagen,Passat,Hybrid,Automatic,Used,3497,141.0,2011
147754,Skoda,Superb,Petrol,Manual,Used,5745,186.0,2014
112369,Peugeot,508,Diesel,Automatic,Used,6611,144.0,2016
500,Skoda,Octavia,Petrol,Automatic,Used,15473,111.0,2018
47261,Hyundai,Kona,Diesel,Manual,Used,8809,130.0,2017
198627,Audi,A4,Diesel,Automatic,Used,7375,102.0,2012
235293,Volkswagen,Golf,Petrol,Automatic,Used,4494,77.0,2016
176814,Peugeot,3008,Diesel,Automatic,Used,4332,177.0,2013
171293,Volkswagen,Golf,Diesel,Manual,Used,4252,131.0,2013
78374,Peugeot,208,Petrol,Automatic,Used,6179,50.0,2018
15338,Renault,Kadjar,Diesel,Automatic,Used,12824,97.0,2019
184831,Toyota,Yaris,Petrol,Manual,Used,4127,140.0,2012
36458,Opel,Insignia,Diesel,Manual,Used,7405,50.0,2017
62630,Toyota,Yaris,Petrol,Automatic,Used,8034,90.0,2015
75426,Mercedes-Benz,C-Class,Electric,Automatic,Used,15494,243.0,2014
94150,Opel,Astra,Diesel,Manual,Used,5622,97.0,2018
132991,BMW,3 Series,Petrol,Automatic,Used,8778,171.0,2013
48530,Peugeot,308,Diesel,Manual,Used,9182,181.0,2019
104461,Renault,Megane,Diesel,Automatic,Used,3845,83.0,2015
110600,Peugeot,208,Diesel,Manual,Used,4585,118.0,2012
21524,Peugeot,308,Diesel,Manual,Used,10107,206.0,2019
8285,Audi,A4,Diesel,Semi-automatic,New,38244,135.0,2020
25815,Volkswagen,Passat,Petrol,Automatic,Used,12056,232.0,2017
42353,Hyundai,Kona,Petrol,Manual,Used,9340,83.0,2018
112154,Opel,Insignia,Hybrid,Automatic,Used,4911,202.0,2012
140219,BMW,1 Series,Hybrid,Automatic,Used,10875,124.0,2014
